,Ticker,Weightage,2023-04-27,2023-04-28
1,ADANIPORTS,0.0082,124.28950359984843,120.3581410086828
2,APOLLOHOSP,0.0061,13.808715336728921,13.514411095213813
3,ASIANPAINT,0.0195,67.24253979666102,67.18693246464973
